date,open,high,low,close,volume
2024-11-29,61.81,62.1,61.62,61.91,1105500
2024-11-28,62.29,62.29,61.81,61.81,1273300
2024-11-27,62.1,62.29,61.81,61.91,1586400
2024-11-26,61.81,62.29,61.72,62.1,1675600
2024-11-25,61.62,61.91,61.52,61.62,2446600
2024-11-22,61.24,62.1,61.24,61.62,2585700
2024-11-21,61.04,61.43,60.76,61.24,2253500
2024-11-20,60.37,61.14,60.28,60.95,2818000
2024-11-19,60.66,60.85,60.37,60.37,2833600
2024-11-18,61.04,61.52,60.56,60.56,3797000
2024-11-15,62.19,62.19,61.04,61.04,3688300
2024-11-14,62.29,62.29,62.0,62.29,1779900
2024-11-13,62.39,62.86,62.0,62.29,2820700
2024-11-12,62.48,62.96,62.1,62.19,1729600
2024-11-11,62.96,63.06,62.0,62.48,2737600
2024-11-08,63.25,63.44,62.86,62.96,1852400
2024-11-07,63.25,63.44,62.86,63.15,1152300
2024-11-06,63.25,63.25,62.58,63.06,2594600
2024-11-05,62.96,63.25,62.77,62.77,1060900
2024-11-04,63.15,63.82,62.86,62.86,2118800
2024-11-01,63.34,63.54,62.86,63.06,2178005
2024-10-31,63.82,63.82,62.58,63.34,5269100
2024-10-30,64.21,64.49,63.54,63.54,3431700
2024-10-29,64.49,64.49,64.02,64.21,2030600
2024-10-28,64.88,65.17,63.92,64.4,2923300
2024-10-25,65.74,65.74,65.07,65.17,2170200
2024-10-24,64.49,66.12,64.49,65.55,4365000
2024-10-23,64.49,64.78,64.4,64.49,1835900
2024-10-22,64.49,64.97,64.4,64.49,2250400
2024-10-21,64.59,65.07,64.4,64.49,1860000
2024-10-18,64.78,65.17,64.59,64.59,1737502
2024-10-17,64.78,65.07,64.49,64.78,1655019
2024-10-16,64.02,65.26,64.02,64.69,2003900
2024-10-15,64.4,64.59,63.92,64.02,3473302
2024-10-14,65.26,65.26,64.3,64.4,3220500
2024-10-11,65.26,65.36,64.69,64.88,2690038
2024-10-10,65.45,65.93,64.88,64.88,3122515
2024-10-09,65.45,65.74,64.97,64.97,3827960
2024-10-08,64.4,65.36,64.4,65.36,3182649
2024-10-07,65.84,66.41,64.3,64.3,5986300
2024-10-04,67.56,67.56,65.55,65.64,6134000
2024-10-03,67.27,67.56,66.99,67.37,2948000
2024-10-02,67.27,67.27,66.7,67.18,2139900
2024-10-01,67.27,67.75,67.18,67.18,2040200
2024-09-30,68.04,68.04,67.18,67.18,2043516
2024-09-27,67.85,68.23,67.75,68.04,3168700
2024-09-26,66.7,68.14,66.7,67.75,4484109
2024-09-25,67.37,67.46,66.7,66.7,4847436
2024-09-24,68.04,68.04,67.18,67.37,2199514
2024-09-23,67.7,67.79,67.24,67.51,2997201
2024-09-20,68.07,68.53,67.33,67.33,6555403
2024-09-19,67.88,68.07,67.6,67.88,1572742
2024-09-18,68.16,68.44,67.6,67.88,2845344
2024-09-17,66.68,67.98,66.4,67.98,2526732
2024-09-16,67.6,67.6,66.59,66.59,4034700
2024-09-13,69.27,69.27,67.51,67.51,5347113
2024-09-12,69.46,69.64,68.9,69.18,2052124
2024-09-11,69.27,69.55,68.44,69.09,3165231
2024-09-10,69.27,69.92,68.81,69.36,3332434
2024-09-09,69.55,69.55,68.72,69.27,2638800
2024-09-06,69.36,69.92,69.27,69.83,3641800
2024-09-05,68.81,69.83,68.62,69.18,5841142
2024-09-04,67.88,68.99,67.7,68.81,2839125
2024-08-30,68.16,69.27,67.98,68.44,3675800
2024-08-29,68.25,68.53,67.98,68.07,2042980
2024-08-28,68.16,68.53,67.79,68.44,3352840
2024-08-27,67.98,68.35,67.24,68.07,4265844
2024-08-26,69.36,69.46,67.88,67.98,6324827
2024-08-23,69.36,70.01,68.9,69.36,3307633
2024-08-22,70.38,70.38,68.16,68.72,6025954
2024-08-21,69.64,70.48,69.55,69.74,3991045
2024-08-20,70.38,70.57,69.74,70.01,4177349
2024-08-19,68.53,70.38,68.35,70.38,7917931
2024-08-16,68.53,68.62,67.79,68.35,7392917
2024-08-15,68.53,69.09,68.25,68.35,4255830
2024-08-14,68.53,68.62,67.88,68.53,5456225
2024-08-13,67.42,68.9,67.33,68.35,6834400
2024-08-12,67.88,68.9,67.42,67.6,5804000
2024-08-09,67.42,67.98,67.14,67.88,4527500
2024-08-08,68.44,68.9,66.86,67.33,7611000
2024-08-07,67.79,68.35,67.05,68.35,10740700
2024-08-06,65.1,67.88,64.83,67.33,13950400
2024-08-05,65.75,65.94,63.44,64.27,12245500
2024-08-02,64.83,66.59,64.83,66.22,10290200
2024-08-01,66.49,66.59,64.92,65.1,8955800
2024-07-31,63.44,66.68,63.44,66.31,21564900
2024-07-30,62.33,63.34,61.96,62.7,6465600
2024-07-29,61.31,62.6,61.03,62.23,5781800
2024-07-26,60.57,61.31,60.57,60.94,3275400
2024-07-25,60.75,60.84,60.47,60.75,1957600
2024-07-24,60.94,61.22,60.75,60.75,3913500
2024-07-23,60.75,61.4,60.66,61.03,3777800
2024-07-22,60.47,61.12,60.38,60.57,2654800
2024-07-19,61.03,61.03,60.29,60.47,3412700
2024-07-18,61.12,61.12,60.66,61.03,2363000
2024-07-17,61.31,61.59,60.75,60.84,3464800
2024-07-16,61.49,61.77,61.22,61.22,2243700
2024-07-15,61.4,61.96,61.31,61.31,2155300
2024-07-12,61.49,61.68,61.22,61.4,2189900
2024-07-11,61.96,62.05,61.4,61.4,3787100
2024-07-10,62.51,62.79,61.86,61.86,3991700
2024-07-09,62.6,62.79,62.23,62.51,5045200
2024-07-08,62.33,62.7,62.05,62.6,4942400
2024-07-05,61.49,62.51,61.49,62.23,4285100
2024-07-04,61.4,61.96,61.4,61.49,2688900
2024-07-03,61.31,61.4,61.12,61.31,1437600
2024-07-02,61.12,61.4,60.94,61.31,2042800
2024-07-01,60.94,61.12,60.47,61.12,1909300
2024-06-28,60.66,61.12,60.47,60.66,2821700
2024-06-27,60.38,60.75,60.29,60.47,2755400
2024-06-26,60.94,60.94,60.29,60.38,2599300
2024-06-25,60.94,61.31,60.66,60.66,3680600
2024-06-24,61.22,61.68,60.47,60.66,3871900
2024-06-21,61.59,62.14,61.12,61.12,4023700
2024-06-20,60.57,61.86,60.38,61.12,4397100
2024-06-19,61.12,61.12,60.29,60.47,6211000
2024-06-18,61.59,61.59,61.03,61.03,2751700
2024-06-17,61.4,61.68,61.12,61.12,3617600
2024-06-14,62.05,62.33,61.31,61.31,4124200
2024-06-13,62.05,62.42,61.86,61.96,4003600
2024-06-12,61.59,62.33,61.4,62.05,3522696
2024-06-11,62.42,62.51,61.49,61.59,6177100
2024-06-10,63.34,63.44,62.23,62.23,4584100
2024-06-07,62.6,63.53,62.51,62.79,4127600
2024-06-06,63.9,63.9,62.23,62.23,4907800
2024-06-05,61.31,64.09,61.31,63.44,11865800
2024-06-04,61.22,61.68,61.12,61.12,3755800
2024-06-03,60.94,61.68,60.84,61.22,3302200
2024-05-31,61.03,61.03,60.47,60.57,4165400
2024-05-30,61.22,61.31,60.66,60.84,4502600
2024-05-29,62.05,62.33,61.12,61.4,3644200
2024-05-28,61.4,62.33,61.22,61.86,5787500
2024-05-27,61.22,61.68,60.94,61.22,2426600
2024-05-24,61.77,61.96,60.84,61.12,4194100
2024-05-23,61.12,62.05,60.94,62.05,2991400
2024-05-22,61.49,61.77,60.94,60.94,3728300
2024-05-21,61.49,61.68,60.94,61.31,3821200
2024-05-20,62.14,62.6,61.49,61.49,4941500
2024-05-17,62.33,62.79,61.86,62.05,4349200
2024-05-16,62.14,62.7,62.05,62.23,3153300
2024-05-15,61.96,62.33,61.77,62.05,3895400
2024-05-14,61.03,62.05,61.03,61.59,2704800
2024-05-13,61.68,61.86,60.57,60.94,2882500
2024-05-10,61.77,62.51,61.22,61.59,2438800
2024-05-09,62.88,62.88,61.68,61.68,2998000
2024-05-08,62.98,62.98,62.14,62.88,2984400
2024-05-07,61.12,63.44,61.03,62.98,8723900
2024-05-06,60.94,61.49,60.66,60.94,2261300
2024-05-03,60.75,61.12,60.66,60.75,2204400
2024-05-02,60.57,60.66,60.1,60.57,2563400
2024-04-26,59.92,60.94,59.73,60.2,2940600
2024-04-25,59.27,60.01,59.18,59.92,2006000
2024-04-24,59.27,59.55,58.81,59.27,2478300
2024-04-23,59.46,59.55,58.53,58.81,2139400
2024-04-22,59.92,60.47,59.27,59.27,2035200
2024-04-19,59.46,59.64,58.62,59.46,4677100
2024-04-17,59.64,60.1,59.46,59.46,5144500
2024-04-16,60.1,60.2,58.34,59.27,7128700
2024-04-15,61.77,61.77,60.1,60.1,5776100
2024-04-12,61.86,62.14,61.68,61.77,2509200
2024-04-11,61.77,61.96,61.59,61.68,2947700
2024-04-10,62.14,62.33,61.86,61.86,4464100
2024-04-09,62.14,62.33,61.86,62.05,2516000
2024-04-08,62.98,62.98,61.96,62.05,3716000
2024-04-05,63.16,63.16,62.7,62.88,4233800
2024-04-04,61.77,63.34,61.77,63.16,8598100
2024-04-03,62.33,62.33,61.77,61.77,5046100
2024-04-02,62.05,62.42,61.77,62.33,4322900
2024-04-01,62.6,62.7,62.05,62.05,5013000
2024-03-29,63.34,63.34,62.51,62.6,3694900
2024-03-28,62.7,63.34,62.6,62.7,4492200
2024-03-27,62.98,62.98,62.51,62.7,2812100
2024-03-26,62.42,62.88,62.33,62.7,2524500
2024-03-25,62.88,63.16,62.14,62.33,5588600
2024-03-22,63.53,63.62,62.79,62.79,6162600
2024-03-21,63.16,63.44,62.88,63.34,5061700
2024-03-20,62.79,63.53,62.51,62.98,3657800
2024-03-19,63.44,63.44,62.79,62.79,3222100
2024-03-18,63.72,63.99,62.6,62.88,6796400
2024-03-15,64.92,64.92,63.62,63.72,4851100
2024-03-14,64.91,65.19,64.27,64.46,5476400
2024-03-13,64.09,64.82,64.0,64.73,5702600
2024-03-12,64.36,64.55,64.0,64.0,3844000
2024-03-11,64.46,65.19,64.0,64.27,4268400
2024-03-08,65.92,66.65,64.0,64.0,7361000
2024-03-07,65.55,65.92,65.19,65.83,5217600
2024-03-06,67.02,67.2,65.64,65.64,4862900
2024-03-05,65.83,66.74,65.55,66.74,5530900
2024-03-04,65.64,66.47,65.46,65.83,5014600
2024-03-01,65.92,65.92,65.1,65.37,4487700
2024-02-29,66.38,67.02,65.46,65.83,6568800
2024-02-28,66.19,66.38,65.37,66.01,3509000
2024-02-27,65.1,66.19,65.0,65.83,5282500
2024-02-26,64.91,65.55,64.64,64.91,3138400
2024-02-23,65.64,66.47,64.91,64.91,6142500
2024-02-22,65.19,66.47,65.0,65.46,4698100
2024-02-21,65.37,65.74,64.91,65.19,3590200
2024-02-20,65.55,66.19,65.19,65.37,4435700
2024-02-19,64.82,66.38,64.64,65.74,7144500
2024-02-16,61.99,64.27,61.71,64.0,11114600
2024-02-15,61.8,62.17,61.44,61.8,4115500
2024-02-07,61.8,62.08,61.44,61.8,2736300
2024-02-06,62.26,62.35,61.8,61.8,2463800
2024-02-05,61.62,62.35,61.44,62.17,3565900
2024-02-02,61.71,61.9,61.26,61.62,2677300
2024-02-01,61.44,61.99,61.44,61.71,2549300
2024-01-31,61.44,62.35,61.16,61.26,4441100
2024-01-30,61.53,61.53,61.16,61.16,1840400
2024-01-29,61.35,61.53,61.16,61.26,2153800
2024-01-26,61.26,61.71,61.26,61.26,1675800
2024-01-25,61.62,61.71,61.16,61.16,2800500
2024-01-24,61.99,62.17,61.44,61.53,2083500
2024-01-23,62.44,62.44,61.8,61.9,2252000
2024-01-22,62.17,62.81,62.17,62.44,1959800
2024-01-19,61.62,62.72,61.62,62.17,2809900
2024-01-18,61.53,61.99,61.53,61.62,3008200
2024-01-17,61.71,62.08,61.26,61.35,1916400
2024-01-16,61.26,61.62,60.98,61.62,2072400
2024-01-15,61.44,61.71,61.26,61.26,2336501
2024-01-12,61.8,62.08,61.26,61.44,3283000
2024-01-11,61.71,62.63,61.71,62.08,2083900
2024-01-10,62.26,62.26,61.62,61.71,3006600
2024-01-09,62.35,62.63,62.17,62.26,2579400
2024-01-08,63.08,63.18,62.35,62.35,2396400
2024-01-05,63.36,63.36,62.63,62.9,1775700
2024-01-04,63.18,63.54,63.08,63.08,3401500
2024-01-03,62.54,63.08,62.17,63.08,1979801
2024-01-02,62.35,62.63,62.08,62.44,2142800
2023-12-29,62.81,62.81,61.8,61.8,2257800
2023-12-28,61.71,62.63,61.71,62.63,2873700
2023-12-27,62.17,62.35,61.71,61.71,1736400
2023-12-26,61.99,62.17,61.71,61.71,1975400
2023-12-25,61.35,62.35,61.35,61.62,3128279
2023-12-22,61.53,61.8,61.26,61.35,2620700
2023-12-21,61.62,61.99,61.53,61.53,2875900
2023-12-20,60.81,61.9,60.81,61.8,2623900
2023-12-19,60.9,61.17,60.17,60.81,3151900
2023-12-18,61.8,61.9,60.81,60.81,3613100
2023-12-15,62.17,62.26,61.8,61.8,4122500
2023-12-14,62.08,62.53,61.9,62.08,1462000
2023-12-13,63.17,63.26,61.8,61.9,4601000
2023-12-12,63.53,63.62,62.62,62.98,2788700
2023-12-11,63.98,63.98,63.44,63.53,4764500
2023-12-08,62.08,62.89,61.71,62.62,3729400
2023-12-07,62.44,62.44,61.26,62.08,3921300
2023-12-06,61.8,62.26,61.8,62.17,1606600
2023-12-05,62.44,62.62,61.71,61.8,2302100
2023-12-04,62.17,63.08,62.08,62.44,3006800
2023-12-01,61.71,62.17,61.44,62.08,1558800
2023-11-30,62.08,62.35,61.17,61.17,2630600
2023-11-29,62.17,62.44,61.9,62.08,1419153
2023-11-28,61.8,62.17,61.26,62.17,1957253
2023-11-27,61.99,62.08,61.62,61.8,1333300
2023-11-24,62.26,62.53,61.35,61.99,3128900
2023-11-23,63.35,63.44,62.35,62.35,1653100
2023-11-22,63.08,63.71,62.62,62.98,1533200
2023-11-21,62.98,63.35,62.53,63.08,2989800
2023-11-20,62.8,63.44,62.62,62.89,2001000
2023-11-17,64.44,64.53,62.8,63.53,2335800
2023-11-16,64.07,64.71,63.44,63.8,2368200
2023-11-15,63.53,65.16,63.53,64.16,3949400
2023-11-14,62.62,62.98,61.9,62.53,2996000
2023-11-13,63.26,63.53,62.26,62.35,1730800
2023-11-10,64.26,64.26,63.17,63.17,2833100
2023-11-09,64.98,65.44,64.16,64.16,3420100
2023-11-08,64.26,64.89,63.35,64.8,2339600
2023-11-07,63.98,64.26,63.35,64.26,1474700
2023-11-06,63.71,64.89,63.62,64.44,1136800
2023-11-03,64.35,64.35,63.35,63.53,1692700
2023-11-02,63.98,64.35,63.35,64.35,2390200
2023-11-01,62.62,63.98,61.62,63.89,2337200
2023-10-31,61.62,63.08,61.35,61.71,2183600
2023-10-30,61.62,61.71,60.9,61.35,1112000
2023-10-27,61.08,61.71,60.44,61.71,1811000
2023-10-26,62.17,62.26,59.81,60.81,5201700
2023-10-25,63.8,64.26,62.62,62.62,2477700
2023-10-24,63.71,64.26,63.62,63.8,1099508
2023-10-23,65.07,65.34,63.62,63.71,2804900
2023-10-20,64.71,65.8,63.71,65.62,2371808
2023-10-19,66.61,66.61,64.35,64.8,4007700
2023-10-18,67.89,67.89,65.71,67.07,2572400
2023-10-17,68.34,69.06,67.89,67.89,1595900
2023-10-16,68.16,68.79,67.79,68.25,1374400
2023-10-13,68.43,69.25,68.07,68.79,1560000
2023-10-12,67.61,68.88,67.61,68.52,2534800
2023-10-11,67.7,67.89,67.16,67.52,1898774
2023-10-10,67.43,68.07,67.16,67.52,1123900
2023-10-09,67.16,67.25,66.8,66.89,1621374
2023-10-06,65.98,67.34,65.89,67.34,1327000
2023-10-05,67.25,67.52,65.98,65.98,2645700
2023-10-04,66.8,67.7,66.61,67.52,1177900
2023-10-03,67.7,68.16,67.07,67.16,2013700
2023-10-02,67.34,68.61,67.34,68.61,1304901
2023-09-29,68.07,69.34,67.34,67.34,1403900
2023-09-28,69.06,69.34,67.89,67.89,2034300
2023-09-27,69.25,69.52,67.89,69.52,2273300
2023-09-26,70.43,70.79,68.97,69.06,2634600
2023-09-25,70.06,71.24,69.61,70.43,2795503
2023-09-22,69.97,71.06,68.79,70.34,4361903
2023-09-21,70.88,71.06,70.15,70.79,2577902
2023-09-20,71.15,71.52,70.79,71.06,2403202
2023-09-19,71.24,71.61,70.24,71.61,2571703
2023-09-18,71.79,72.42,71.42,71.61,1499600
2023-09-15,72.06,73.69,71.7,72.15,5614800
2023-09-14,71.24,72.6,71.15,72.06,2660100
2023-09-13,72.24,72.88,71.42,71.79,2507600
2023-09-12,71.7,73.24,71.06,72.88,2708500
2023-09-11,72.6,73.6,70.43,72.15,4234900
2023-09-08,71.88,72.69,71.79,72.6,2774901
2023-09-07,72.51,72.6,71.33,72.15,3726700
2023-09-06,72.69,72.69,72.15,72.6,2280401
2023-09-05,71.24,73.06,70.88,72.69,6839901
2023-08-31,70.34,71.61,69.97,70.61,4386000
2023-08-30,69.88,71.24,69.43,70.61,2659700
2023-08-29,70.34,70.43,69.16,70.24,4199901
2023-08-28,68.07,70.88,68.07,70.7,6039700
2023-08-25,68.34,68.34,67.43,67.98,3045401
2023-08-24,66.7,67.98,66.25,67.79,5206002
2023-08-23,65.71,66.8,64.98,66.7,4172801
2023-08-22,66.43,66.43,64.53,65.98,3075108
2023-08-21,65.98,66.98,65.98,66.16,3617708
2023-08-18,66.7,67.89,65.44,66.52,7106201
2023-08-17,66.34,67.61,66.16,66.8,4650904
2023-08-16,66.07,66.7,65.8,66.34,2083904
2023-08-15,66.16,66.61,65.98,66.07,2259703
2023-08-14,66.61,66.7,65.8,66.61,3366511
2023-08-11,66.34,66.7,65.71,66.7,2204332
2023-08-10,66.34,67.16,66.16,66.34,2813226
2023-08-09,67.61,67.61,66.07,66.34,3727162
2023-08-08,67.79,67.98,67.07,67.61,3510526
2023-08-07,66.16,67.98,65.62,67.98,5087933
2023-08-04,65.8,66.25,65.34,66.25,3165220
2023-08-03,67.25,67.25,65.89,65.89,2917624
2023-08-02,66.75,67.19,66.14,66.84,5698936
2023-08-01,68.51,68.51,66.75,66.75,5730817
2023-07-31,67.9,68.86,67.81,68.51,3814939
2023-07-28,66.58,68.25,66.4,67.98,6143629
2023-07-27,65.88,66.58,65.7,66.49,6208219
2023-07-26,65.35,66.05,65.26,65.88,3189718
2023-07-25,64.65,65.61,64.21,65.44,6645914
2023-07-24,64.56,65.0,64.38,64.65,2535331
2023-07-21,63.77,64.56,63.68,64.56,3821822
2023-07-20,63.77,63.94,63.5,63.77,2600707
2023-07-19,63.68,64.12,63.59,63.77,3025100
2023-07-18,63.68,63.77,63.42,63.59,5537000
2023-07-17,64.12,64.65,63.42,63.5,5802800
2023-07-14,64.29,64.47,63.33,64.38,7399700
2023-07-13,64.47,64.82,64.03,64.21,4376500
2023-07-12,64.03,64.56,63.77,64.56,4195800
2023-07-11,63.33,64.47,62.98,63.94,6235300
2023-07-10,62.71,63.86,62.54,63.33,6201102
2023-07-07,62.1,62.54,61.84,62.27,5780500
2023-07-06,61.4,62.1,61.31,61.92,7631000
2023-07-05,62.19,62.19,61.13,61.31,6873600
2023-07-04,61.92,62.54,61.57,62.01,4923805
2023-07-03,62.45,62.71,61.75,62.1,3186200
2023-06-30,63.15,63.24,62.19,62.36,3645000
2023-06-29,62.01,63.59,61.57,63.15,7911400
2023-06-28,61.92,62.27,61.22,62.01,6204700
2023-06-27,62.19,62.19,61.13,61.92,6128900
2023-06-26,60.87,62.1,59.99,62.01,10737800
2023-06-23,58.85,61.04,58.85,60.69,11958000
2023-06-22,58.41,59.11,58.23,58.76,5610600
2023-06-21,57.62,58.23,57.53,58.23,4490900
2023-06-20,57.88,57.88,57.53,57.53,2993000
2023-06-19,58.23,58.5,57.62,57.79,3279400
2023-06-16,58.41,58.5,57.97,58.06,6021785
2023-06-15,59.11,59.2,58.15,58.23,5810400
2023-06-14,59.46,59.9,58.94,58.94,5404900
2023-06-13,59.82,59.99,59.29,59.38,4973400
2023-06-12,57.97,59.73,57.97,59.64,5471300
2023-06-09,57.62,58.41,57.53,57.79,2080200
2023-06-08,58.41,58.41,57.53,57.53,5180900
2023-06-07,58.41,58.58,57.97,58.15,3719000
2023-06-06,58.76,58.76,57.97,58.32,3423000
2023-06-05,58.41,59.02,58.15,58.41,3323000
2023-06-02,58.15,58.23,57.53,57.88,3138500
2023-06-01,58.06,58.41,57.97,58.06,1214500
2023-05-31,58.67,58.67,58.06,58.06,1536600
2023-05-30,58.94,59.2,58.41,58.41,3248000
2023-05-29,59.11,59.46,58.94,58.94,2348900
2023-05-26,59.2,59.73,58.94,58.94,2118800
2023-05-25,58.15,59.29,57.97,58.94,1970600
2023-05-24,58.94,59.2,58.06,58.23,2350000
2023-05-23,59.73,60.08,58.85,58.85,2935700
2023-05-22,60.34,60.6,59.9,59.9,1698000
2023-05-19,60.96,61.04,60.25,60.25,1329500
2023-05-18,60.6,61.48,60.17,60.78,2622200
2023-05-17,61.22,61.22,60.43,60.6,1993000
2023-05-16,60.6,61.22,60.6,61.22,1947400
2023-05-15,61.4,61.4,60.6,60.6,2105600
2023-05-12,61.84,61.84,61.04,61.13,1214100
2023-05-11,61.92,62.27,61.48,61.48,767500
2023-05-10,62.19,62.45,61.92,61.92,1451601
2023-05-09,62.19,62.36,61.92,62.1,2985200
2023-05-08,60.6,61.84,60.6,61.84,1897300
2023-05-05,60.25,60.78,60.25,60.43,1786200
2023-05-04,61.48,61.48,60.08,60.25,3172800
2023-04-28,61.31,61.66,61.22,61.48,2136300
2023-04-27,62.36,62.36,61.04,61.04,1369100
2023-04-26,61.48,62.36,61.48,62.36,5145618
2023-04-25,61.92,62.71,61.31,61.4,1370200
2023-04-24,62.36,62.45,61.66,61.92,1851900
2023-04-21,63.24,63.24,62.19,62.27,1643300
2023-04-20,63.33,63.77,63.06,63.15,1322300
2023-04-19,64.21,64.21,63.24,63.24,816300
2023-04-18,63.06,64.12,63.06,64.12,1820300
2023-04-17,63.94,64.03,62.98,62.98,1365400
2023-04-14,64.65,64.73,63.94,63.94,1294000
2023-04-13,65.26,65.35,64.56,64.56,1748200
2023-04-12,65.35,65.35,65.0,65.26,979100
2023-04-11,65.26,65.44,65.08,65.35,782800
2023-04-10,65.61,65.61,65.35,65.35,832700
2023-04-07,65.35,65.61,65.26,65.61,794400
2023-04-06,65.35,65.52,65.26,65.26,967300
2023-04-05,65.17,65.7,65.08,65.44,963400
2023-04-04,65.35,65.44,65.17,65.17,1819000
2023-04-03,65.52,65.79,65.17,65.35,850600
2023-03-31,65.88,66.23,65.35,65.35,1076100
2023-03-30,65.61,66.23,65.52,65.88,838700
2023-03-29,65.61,65.79,65.35,65.79,907400
2023-03-28,65.44,66.14,65.35,65.35,1650000
2023-03-27,65.88,65.88,65.26,65.52,1461500
2023-03-24,65.88,66.31,65.7,65.88,932300
2023-03-23,65.26,66.14,65.0,66.14,1805000
2023-03-22,65.52,65.61,65.35,65.35,900200
2023-03-21,65.35,65.96,65.17,65.35,1350200
2023-03-20,65.88,65.88,65.08,65.26,1609600
2023-03-17,67.1,67.1,65.44,65.44,2512800
2023-03-16,67.63,67.72,66.67,67.1,1895200
2023-03-15,67.28,67.9,67.19,67.72,2040200
2023-03-14,67.02,67.54,66.4,67.28,1735100
2023-03-13,67.46,67.72,67.28,67.54,1824500
2023-03-10,67.19,67.81,66.84,67.54,1427700
2023-03-09,66.93,67.72,66.93,67.19,1489700
2023-03-08,66.05,67.19,65.88,67.19,1244400
2023-03-07,66.67,66.93,66.31,66.58,1170900
2023-03-06,66.75,67.28,65.88,65.88,891800
